2019	10	1	6	
2019	10	2	6	
2019	10	3	0	
2019	10	4	0	
2019	10	5	0	
2019	10	6	0	
2019	10	7	0	
2019	10	8	0	
2019	10	9	0	
2019	10	10	0	
2019	10	11	0	
2019	10	12	0	
2019	10	13	0	
2019	10	14	0	
2019	10	15	0	
2019	10	16	0	
2019	10	17	0	
2019	10	18	0	
2019	10	19	0	
2019	10	20	0	
2019	10	21	0	
2019	10	22	0	
2019	10	23	0	
2019	10	24	0	
2019	10	25	0	
2019	10	26	0	
2019	10	27	0	
2019	10	28	0	
2019	10	29	0	
2019	10	30	0	
2019	10	31	0	
2019	11	1	7	
2019	11	2	0	
2019	11	3	0	
2019	11	4	4	
2019	11	5	0	
2019	11	6	0	
2019	11	7	0	
2019	11	8	0	
2019	11	9	0	
2019	11	10	0	
2019	11	11	0	
2019	11	12	0	
2019	11	13	3	
2019	11	14	0	
2019	11	15	0	14
2019	11	16	0	
2019	11	17	0	
2019	11	18	0	
2019	11	19	0	
2019	11	20	0	
2019	11	21	0	
2019	11	22	0	
2019	11	23	0	
2019	11	24	0	
2019	11	25	0	
2019	11	26	0	
2019	11	27	0	
2019	11	28	0	
2019	11	29	0	
2019	11	30	0	0
2019	12	1	0	
2019	12	2	0	
2019	12	3	0	
2019	12	4	0	
2019	12	5	0	
2019	12	6	0	
2019	12	7	0	
2019	12	8	0	
2019	12	9	0	
2019	12	10	0	
2019	12	11	0	
2019	12	12	0	
2019	12	13	0	
2019	12	14	0	
2019	12	15	0	
2019	12	16	0	
2019	12	17	0	
2019	12	18	0	
2019	12	19	0	
2019	12	20	0	
2019	12	21	0	
2019	12	22	0	
2019	12	23	0	
2019	12	24	16	
2019	12	25	23	
2019	12	26	8	
2019	12	27	0	
2019	12	28	0	
2019	12	29	0	
2019	12	30	0	
2019	12	31	0	
2020	1	1	6	
2020	1	2	12	
2020	1	3	13	
2020	1	4	12	
2020	1	5	14	
2020	1	6	7	
2020	1	7	4	
2020	1	8	4	
2020	1	9	15	
2020	1	10	4	
2020	1	11	0	
2020	1	12	0	
2020	1	13	0	
2020	1	14	0	
2020	1	15	0	
2020	1	16	0	
2020	1	17	0	
2020	1	18	0	
2020	1	19	0	
2020	1	20	0	
2020	1	21	0	
2020	1	22	0	
2020	1	23	0	
2020	1	24	8	
2020	1	25	12	
2020	1	26	19	
2020	1	27	14	
2020	1	28	12	
2020	1	29	12	
2020	1	30	12	
2020	1	31	12	
2020	2	1	6	
2020	2	2	0	
2020	2	3	0	
2020	2	4	0	
2020	2	5	0	
2020	2	6	0	
2020	2	7	0	
2020	2	8	0	
2020	2	9	0	
2020	2	10	0	
2020	2	11	0	
2020	2	12	0	
2020	2	13	0	
2020	2	14	0	
2020	2	15	0	
2020	2	16	0	
2020	2	17	0	
2020	2	18	0	
2020	2	19	0	
2020	2	20	0	
2020	2	21	0	
2020	2	22	0	
2020	2	23	0	
2020	2	24	0	
2020	2	25	0	
2020	2	26	0	
2020	2	27	0	
2020	2	28	0	
2020	2	29	0	
2020	3	1	0	
2020	3	2	0	
2020	3	3	0	
2020	3	4	0	
2020	3	5	0	
2020	3	6	0	
2020	3	7	2	
2020	3	8	16	
2020	3	9	11	
2020	3	10	0	
2020	3	11	0	
2020	3	12	0	
2020	3	13	0	
2020	3	14	0	
2020	3	15	0	
2020	3	16	0	
2020	3	17	0	
2020	3	18	3	
2020	3	19	0	
2020	3	20	0	
2020	3	21	0	
2020	3	22	0	
2020	3	23	0	
2020	3	24	0	
2020	3	25	0	
2020	3	26	0	
